word,videos
fs,mediapipe_landmarks/part_6_B_video_1_b_aug_24.npz
between,mediapipe_landmarks/part_7_between_6.npz
no,mediapipe_landmarks/part_9_no_video_7.npz
fire,mediapipe_landmarks/part_8_fire_video_0.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_60.npz
stop,mediapipe_landmarks/part_11_stop_video_14.npz
up,mediapipe_landmarks/part_2_22522888097403992-UP.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_39.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_173205.npz
no,mediapipe_landmarks/part_9_no_20.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_34.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_46.npz
nurse,mediapipe_landmarks/part_9_nurse_video_7.npz
help,mediapipe_landmarks/part_8_help_video_3.npz
need,mediapipe_landmarks/part_5_8172430267718573-seedNEED.npz
hurt,mediapipe_landmarks/part_9_hurt_video_24.npz
where,mediapipe_landmarks/part_11_where_video_8.npz
hardofhearing,mediapipe_landmarks/part_4_6994626907938717-HARD OF_HEARING.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_40.npz
hardofhearing,mediapipe_landmarks/part_6_921832937357298-HARD OF_HEARING.npz
anyone,mediapipe_landmarks/part_2_35130266967671253-ANYONE.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_86.npz
phone,mediapipe_landmarks/part_10_phone_10.npz
help,mediapipe_landmarks/part_8_help_8.npz
inside,mediapipe_landmarks/part_5_7215281985069719-INSIDE.npz
help,mediapipe_landmarks/part_8_help.npz
fire,mediapipe_landmarks/part_8_fire_video_10.npz
stop,mediapipe_landmarks/part_11_stop_video_24.npz
interpreter,mediapipe_landmarks/part_9_interpreter_video_0.npz
help,mediapipe_landmarks/part_3_44817736125778374-HELP.npz
escape,mediapipe_landmarks/part_8_escape_video_1.npz
siren,mediapipe_landmarks/part_10_siren_8.npz
when,mediapipe_landmarks/part_11_when_13.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_57.npz
front,mediapipe_landmarks/part_5_8065542483658323-FRONT.npz
fs,mediapipe_landmarks/part_6_U_video_2_u_aug_17.npz
name,mediapipe_landmarks/part_9_name_video_16.npz
fs,mediapipe_landmarks/part_9_j_7_j_aug_6.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_55.npz
escape,mediapipe_landmarks/part_8_escape_11.npz
breathe,mediapipe_landmarks/part_7_breathe_video_1.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_15.npz
escape,mediapipe_landmarks/part_3_45803339806985366-ESCAPE.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_28.npz
over,mediapipe_landmarks/part_9_over_video_4.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_40.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_69.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_81.npz
alarm,mediapipe_landmarks/part_4_6246629492324272-ALARM.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_58.npz
near,mediapipe_landmarks/part_2_23772686403669718-NEAR.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_9.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_10.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_111.npz
who,mediapipe_landmarks/part_2_21560081346679438-WHO.npz
help,mediapipe_landmarks/part_8_help_15.npz
near,mediapipe_landmarks/part_5_824925993024-NEAR.npz
need,mediapipe_landmarks/part_5_8022209797799162-NEED.npz
write,mediapipe_landmarks/part_1_16452616343668436-WRITE.npz
callattention,mediapipe_landmarks/part_5_7349481627041083-CALL ATTENTION.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_61.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_59.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_11.npz
back,mediapipe_landmarks/part_2_21472948622013677-BACK.npz
callattention,mediapipe_landmarks/part_4_6126110364670811-CALL ATTENTION.npz
behind,mediapipe_landmarks/part_7_behind_video_19.npz
outside,mediapipe_landmarks/part_1_06477303833996939-OUTSIDE.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_26.npz
back,mediapipe_landmarks/part_3_36922218250666106-BACK.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_44.npz
read,mediapipe_landmarks/part_2_21828575560875674-READ.npz
need,mediapipe_landmarks/part_9_need_15.npz
left,mediapipe_landmarks/part_3_5001868882913791-LEFT.npz
behind,mediapipe_landmarks/part_2_19629536152101523-BEHIND.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_100.npz
where,mediapipe_landmarks/part_4_6997365376367899-WHERE.npz
interpreter,mediapipe_landmarks/part_2_22886884557885012-INTERPRETER.npz
why,mediapipe_landmarks/part_11_why_video_9.npz
accident,mediapipe_landmarks/part_2_3056853851535579-ACCIDENT.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_8.npz
above,mediapipe_landmarks/part_6_above_video_1.npz
when,mediapipe_landmarks/part_11_when_15.npz
front,mediapipe_landmarks/part_8_front_video_10.npz
ok,mediapipe_landmarks/part_5_7305424734559558-OK.npz
fs,mediapipe_landmarks/part_7_d_1_d_aug_21.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_47.npz
accident,mediapipe_landmarks/part_2_2564008903644184-ACCIDENT.npz
over,mediapipe_landmarks/part_4_6401534108055456-OVER.npz
why,mediapipe_landmarks/part_2_1861131167759893-WHY.npz
outside,mediapipe_landmarks/part_5_8628112408945923-OUTSIDE.npz
go,mediapipe_landmarks/part_8_go_video_34.npz
fingerspelling,mediapipe_landmarks/part_8_fingerspell_video_1.npz
nurse,mediapipe_landmarks/part_3_3594137146457719-NURSE.npz
pain,mediapipe_landmarks/part_2_2531134404714388-PAIN.npz
ok,mediapipe_landmarks/part_3_4915547930463213-OK.npz
address,mediapipe_landmarks/part_3_4765274394549357-ADDRESS.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_85.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_96.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_130.npz
tty,mediapipe_landmarks/part_2_23547578203976838-TTY.npz
back,mediapipe_landmarks/part_6_back_video_29.npz
wait,mediapipe_landmarks/part_5_8220736980572507-WAIT.npz
down,mediapipe_landmarks/part_8_down_3.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_56.npz
know,mediapipe_landmarks/part_9_know_video_0.npz
read,mediapipe_landmarks/part_3_486521679239563-READ.npz
fingerspelling,mediapipe_landmarks/part_3_43483738811711325-FINGERSPELLING.npz
left,mediapipe_landmarks/part_9_left_video_3.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_27.npz
left,mediapipe_landmarks/part_9_left_14.npz
write,mediapipe_landmarks/part_5_7389026313346527-WRITE.npz
behind,mediapipe_landmarks/part_3_4022752315043807-BEHIND.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_12.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_82.npz
know,mediapipe_landmarks/part_9_know_13.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_129.npz
water,mediapipe_landmarks/part_2_28568822555970064-WATER.npz
alarm,mediapipe_landmarks/part_6_alarm_3.npz
go,mediapipe_landmarks/part_4_6413893522655711-GO.npz
hurt,mediapipe_landmarks/part_6_916464465181106-HURT.npz
up,mediapipe_landmarks/part_5_8402735762058007-UP.npz
danger,mediapipe_landmarks/part_1_07181852759039953-DANGER.npz
left,mediapipe_landmarks/part_5_8047526204785291-LEFT.npz
behind,mediapipe_landmarks/part_4_6570419734971094-BEHIND.npz
go,mediapipe_landmarks/part_3_5363852654946244-GO.npz
above,mediapipe_landmarks/part_6_above.npz
anyone,mediapipe_landmarks/part_3_5166467740266834-ANYONE.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_29.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_134.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_82.npz
fingerspell,mediapipe_landmarks/part_2_24036394897001134-FINGERSPELL.npz
water,mediapipe_landmarks/part_1_0020247732352038916-WATER.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_19.npz
accident,mediapipe_landmarks/part_6_accident_5.npz
fs,mediapipe_landmarks/part_6_K_video_2.npz
left,mediapipe_landmarks/part_2_19309455807499787-LEFT.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_74.npz
alarm,mediapipe_landmarks/part_4_7031727030753636-ALARM.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_19.npz
need,mediapipe_landmarks/part_9_need_16.npz
help,mediapipe_landmarks/part_8_help_video_20.npz
stop,mediapipe_landmarks/part_11_stop_video_17.npz
stop,mediapipe_landmarks/part_11_stop_video_6.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_110.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_37.npz
when,mediapipe_landmarks/part_1_1633964553032412-seedWHEN.npz
behind,mediapipe_landmarks/part_7_behind_video_17.npz
stop,mediapipe_landmarks/part_3_5241068902608812-STOP.npz
rescue,mediapipe_landmarks/part_10_rescue_video_2.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_57.npz
inside,mediapipe_landmarks/part_2_35269827677087906-INSIDE.npz
inside,mediapipe_landmarks/part_5_8021839884054152-INSIDE.npz
between,mediapipe_landmarks/part_4_6911449339777467-BETWEEN.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_75.npz
rescue,mediapipe_landmarks/part_2_21399630842839423-RESCUE.npz
near,mediapipe_landmarks/part_9_near_video_4.npz
breathe,mediapipe_landmarks/part_1_08278867816341995-BREATHE.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_78.npz
tty,mediapipe_landmarks/part_4_5704827543124911-TTY.npz
near,mediapipe_landmarks/part_9_near_video_27.npz
name,mediapipe_landmarks/part_4_68008701658875-NAME.npz
who,mediapipe_landmarks/part_1_10251163827204302-WHO.npz
who,mediapipe_landmarks/part_4_6013608694688473-WHO.npz
inside,mediapipe_landmarks/part_9_inside_7.npz
bleed,mediapipe_landmarks/part_2_3420496229886201-BLEED.npz
up,mediapipe_landmarks/part_4_6866209503293914-seedUP.npz
hurt,mediapipe_landmarks/part_6_959367511420421-HURT.npz
help,mediapipe_landmarks/part_4_5726113697968809-HELP.npz
up,mediapipe_landmarks/part_11_up_video_3.npz
sick,mediapipe_landmarks/part_4_5515681081506727-SICK.npz
sign,mediapipe_landmarks/part_5_742342157322158-SIGN.npz
shooting,mediapipe_landmarks/part_1_17485669496736445-SHOOTING.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_71.npz
down,mediapipe_landmarks/part_8_down_video_10.npz
fs,mediapipe_landmarks/part_6_Q_video_1_q_aug_0.npz
who,mediapipe_landmarks/part_11_who_18.npz
water,mediapipe_landmarks/part_4_6099837370552477-WATER.npz
sick,mediapipe_landmarks/part_2_346347810799994-SICK.npz
fs,mediapipe_landmarks/part_6_W • ASL Dictionary_w_aug_27.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_36.npz
fingerspelling,mediapipe_landmarks/part_3_44061500576415447-FINGERSPELLING.npz
fs,mediapipe_landmarks/part_8_e_3.npz
careful,mediapipe_landmarks/part_7_careful_video_1.npz
go,mediapipe_landmarks/part_8_go_video_2.npz
near,mediapipe_landmarks/part_5_816994644846331-NEAR.npz
fs,mediapipe_landmarks/part_11_w_6.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_65.npz
near,mediapipe_landmarks/part_5_7908961638923091-NEAR.npz
under,mediapipe_landmarks/part_1_09583546310566571-UNDER.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_1.npz
blood,mediapipe_landmarks/part_6_9406722590299004-BLOOD.npz
stop,mediapipe_landmarks/part_11_stop_video_26.npz
nurse,mediapipe_landmarks/part_5_7749283961439801-NURSE.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_45.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_93.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_38.npz
fingerspelling,mediapipe_landmarks/part_8_fingerspell_video_3.npz
near,mediapipe_landmarks/part_9_near_14.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_42.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_78.npz
read,mediapipe_landmarks/part_5_8156740964285663-READ.npz
address,mediapipe_landmarks/part_1_15972412058350027-ADDRESS.npz
stop,mediapipe_landmarks/part_4_6529230226346452-STOP.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_32.npz
down,mediapipe_landmarks/part_8_down_video_8.npz
phone,mediapipe_landmarks/part_10_phone_video_1.npz
stop,mediapipe_landmarks/part_11_stop_video_15.npz
breathe,mediapipe_landmarks/part_7_breathe_4.npz
left,mediapipe_landmarks/part_9_left_video_0.npz
shooting,mediapipe_landmarks/part_10_shooting_video_2.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_122.npz
hardofhearing,mediapipe_landmarks/part_4_5409436833858476-HARD OF_HEARING.npz
safe,mediapipe_landmarks/part_1_1270917765108992-SAFE.npz
ok,mediapipe_landmarks/part_9_ok.npz
down,mediapipe_landmarks/part_8_down_video_11.npz
left,mediapipe_landmarks/part_9_left_5.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_21.npz
name,mediapipe_landmarks/part_4_5949494391929417-NAME.npz
stop,mediapipe_landmarks/part_11_stop_video_19.npz
rescue,mediapipe_landmarks/part_10_rescue_2.npz
stop,mediapipe_landmarks/part_1_16617331553945736-STOP.npz
interpreter,mediapipe_landmarks/part_1_07890113988148229-INTERPRETER.npz
need,mediapipe_landmarks/part_2_30879418056454777-NEED.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_80.npz
accident,mediapipe_landmarks/part_3_46144949329047735-ACCIDENT.npz
back,mediapipe_landmarks/part_6_back_video_27.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_86.npz
yes,mediapipe_landmarks/part_11_yes_video_2.npz
sign,mediapipe_landmarks/part_6_9039030666503207-SIGN.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_74.npz
near,mediapipe_landmarks/part_9_near_video_24.npz
above,mediapipe_landmarks/part_1_07823990288089466-ABOVE.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_76.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644.npz
anyone,mediapipe_landmarks/part_4_7074818392692488-ANYONE.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_68.npz
hurt,mediapipe_landmarks/part_3_45700493347203897-HURT.npz
fingerspell,mediapipe_landmarks/part_2_26690778696323636-FINGERSPELL.npz
front,mediapipe_landmarks/part_8_front_9.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_73.npz
read,mediapipe_landmarks/part_2_3372554058959365-READ.npz
under,mediapipe_landmarks/part_4_7117631077149582-UNDER.npz
over,mediapipe_landmarks/part_1_014399429252126783-OVER.npz
siren,mediapipe_landmarks/part_5_7263765793059802-SIREN.npz
blood,mediapipe_landmarks/part_4_6517800744244395-seedBLOOD.npz
yes,mediapipe_landmarks/part_11_yes_5.npz
who,mediapipe_landmarks/part_4_60520933432529-WHO.npz
sick,mediapipe_landmarks/part_5_7932494857931853-SICK.npz
smoke,mediapipe_landmarks/part_4_6749469781126582-SMOKE.npz
fingerspelling,mediapipe_landmarks/part_2_25191543424173113-FINGERSPELLING.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_13.npz
know,mediapipe_landmarks/part_6_9660722441175273-KNOW.npz
blood,mediapipe_landmarks/part_1_04104127400292379-BLOOD.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_72.npz
why,mediapipe_landmarks/part_1_15735328773357837-WHY.npz
fire,mediapipe_landmarks/part_8_fire_video_1.npz
address,mediapipe_landmarks/part_6_9521853410832672-ADDRESS.npz
hurt,mediapipe_landmarks/part_9_hurt_video_14.npz
up,mediapipe_landmarks/part_3_4372377651702166-UP.npz
breathe,mediapipe_landmarks/part_4_6792019240349587-BREATHE.npz
tty,mediapipe_landmarks/part_4_7176868036094057-TTY.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_77.npz
understand,mediapipe_landmarks/part_6_9807956157005397-seedUNDERSTAND.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_12.npz
escape,mediapipe_landmarks/part_8_escape_video_2.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_38.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_86.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_77.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_44.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_65.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_51.npz
sign,mediapipe_landmarks/part_2_23118704675352353-SIGN.npz
know,mediapipe_landmarks/part_1_025800900162109563-KNOW.npz
pain,mediapipe_landmarks/part_1_10719457796634213-PAIN.npz
careful,mediapipe_landmarks/part_7_careful_4.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_33.npz
danger,mediapipe_landmarks/part_7_danger_3.npz
write,mediapipe_landmarks/part_3_49076375253453164-WRITE.npz
help,mediapipe_landmarks/part_8_help_5.npz
rescue,mediapipe_landmarks/part_4_7008235009787305-RESCUE.npz
stop,mediapipe_landmarks/part_11_stop_1.npz
fs,mediapipe_landmarks/part_6_W.npz
tty,mediapipe_landmarks/part_4_5839882551063247-TTY.npz
go,mediapipe_landmarks/part_8_go_video_38.npz
address,mediapipe_landmarks/part_2_27958892475002783-ADDRESS.npz
front,mediapipe_landmarks/part_2_20349274600605116-FRONT.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_55.npz
hardofhearing,mediapipe_landmarks/part_3_4131298396029839-HARD OF_HEARING.npz
breathe,mediapipe_landmarks/part_4_6816779875336032-seedBREATHE.npz
name,mediapipe_landmarks/part_5_7459516150734173-NAME.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_30.npz
danger,mediapipe_landmarks/part_5_8037639765620883-DANGER.npz
yes,mediapipe_landmarks/part_2_26056519285644875-YES.npz
fingerspell,mediapipe_landmarks/part_5_7833990045723824-FINGERSPELL.npz
smoke,mediapipe_landmarks/part_1_01439760499984577-seedSMOKE.npz
down,mediapipe_landmarks/part_6_9888130959700656-DOWN.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_24.npz
siren,mediapipe_landmarks/part_3_38105780951487267-SIREN.npz
go,mediapipe_landmarks/part_8_go_video_12.npz
wait,mediapipe_landmarks/part_11_wait_video_12.npz
between,mediapipe_landmarks/part_6_9915191400109418-BETWEEN.npz
inside,mediapipe_landmarks/part_3_5192760960400846-INSIDE.npz
when,mediapipe_landmarks/part_2_35815086162921017-WHEN.npz
yes,mediapipe_landmarks/part_1_029563612799205163-YES.npz
address,mediapipe_landmarks/part_4_6907157811574183-ADDRESS.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_20.npz
anyone,mediapipe_landmarks/part_1_06275594280373986-ANYONE.npz
fs,mediapipe_landmarks/part_10_q_6_q_aug_16.npz
address,mediapipe_landmarks/part_2_32723647944414025-ADDRESS.npz
fs,mediapipe_landmarks/part_6_U_video_1_u_aug_28.npz
escape,mediapipe_landmarks/part_8_escape_4.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_34.npz
careful,mediapipe_landmarks/part_6_9651280508902436-CAREFUL.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_28.npz
help,mediapipe_landmarks/part_8_help_video_22.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_34.npz
escape,mediapipe_landmarks/part_5_7798893370763214-ESCAPE.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_36.npz
sick,mediapipe_landmarks/part_2_239829373517368-SICK.npz
where,mediapipe_landmarks/part_6_9957868929062672-WHERE.npz
go,mediapipe_landmarks/part_8_go_video_47.npz
nurse,mediapipe_landmarks/part_3_4997964154616015-seedNURSE.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_33.npz
fs,mediapipe_landmarks/part_6_H • ASL Dictionary_h_aug_22.npz
why,mediapipe_landmarks/part_3_36979047566586587-WHY.npz
why,mediapipe_landmarks/part_11_why_video_0.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_97.npz
anyone,mediapipe_landmarks/part_3_534254020500949-ANYONE.npz
front,mediapipe_landmarks/part_5_7533494402575538-FRONT.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_91.npz
address,mediapipe_landmarks/part_3_4273204598171054-ADDRESS.npz
accident,mediapipe_landmarks/part_6_accident_video_1.npz
smoke,mediapipe_landmarks/part_3_4113932612676032-SMOKE.npz
alarm,mediapipe_landmarks/part_6_alarm_video_11.npz
fingerspelling,mediapipe_landmarks/part_3_4890738809676336-FINGERSPELLING.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_25.npz
help,mediapipe_landmarks/part_6_9437772948180145-HELP.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172641_2.npz
interpreter,mediapipe_landmarks/part_9_interpreter_3.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_80.npz
under,mediapipe_landmarks/part_2_19025693129608157-UNDER.npz
read,mediapipe_landmarks/part_10_read_8.npz
down,mediapipe_landmarks/part_8_down_video_24.npz
who,mediapipe_landmarks/part_11_who_12.npz
ok,mediapipe_landmarks/part_4_6266741051790852-OK.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_74.npz
sick,mediapipe_landmarks/part_4_6022729155127093-SICK.npz
outside,mediapipe_landmarks/part_1_15127094297670984-OUTSIDE.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_68.npz
why,mediapipe_landmarks/part_11_why_14.npz
right,mediapipe_landmarks/part_10_right_20241119_172651_60.npz
gun,mediapipe_landmarks/part_8_gun_20241119_172644_42.npz
over,mediapipe_landmarks/part_3_37151148892913977-OVER.npz
blood,mediapipe_landmarks/part_5_7533437511659529-BLOOD.npz
write,mediapipe_landmarks/part_11_write.npz
when,mediapipe_landmarks/part_5_7524645430552388-WHEN.npz
what,mediapipe_landmarks/part_11_what_20241119_172657_36.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172641.npz
sign,mediapipe_landmarks/part_1_10154165727018061-SIGN.npz
address,mediapipe_landmarks/part_6_8980508462859762-ADDRESS.npz
need,mediapipe_landmarks/part_9_need_video_6.npz
rescue,mediapipe_landmarks/part_5_8543837932397227-RESCUE.npz
alarm,mediapipe_landmarks/part_5_8761975183316681-ALARM.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_35.npz
breathe,mediapipe_landmarks/part_7_breathe_8.npz
how,mediapipe_landmarks/part_9_how_20241119_172645_22.npz
blood,mediapipe_landmarks/part_7_blood_2.npz
alarm,mediapipe_landmarks/part_6_alarm_video_6.npz
fs,mediapipe_landmarks/part_10_q_1_q_aug_40.npz
help,mediapipe_landmarks/part_8_help_video_19.npz
sign,mediapipe_landmarks/part_6_9303259452994823-SIGN.npz
over,mediapipe_landmarks/part_6_9948289944989086-OVER.npz
water,mediapipe_landmarks/part_3_40723216723050504-WATER.npz
near,mediapipe_landmarks/part_9_near_video_28.npz
no,mediapipe_landmarks/part_5_7973429116215278-NO.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_71.npz
tty,mediapipe_landmarks/part_2_21524875160802726-TTY.npz
up,mediapipe_landmarks/part_11_up_video_7.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_47.npz
hurt,mediapipe_landmarks/part_9_hurt_video_17.npz
know,mediapipe_landmarks/part_1_1431969749910329-KNOW.npz
fs,mediapipe_landmarks/part_6_Q • ASL Dictionary_q_aug_36.npz
inside,mediapipe_landmarks/part_5_8541775080100544-INSIDE.npz
fingerspelling,mediapipe_landmarks/part_8_fingerspelling.npz
breathe,mediapipe_landmarks/part_7_breathe_video_6.npz
up,mediapipe_landmarks/part_11_up_2.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_19.npz
siren,mediapipe_landmarks/part_5_7819740671445525-SIREN.npz
accident,mediapipe_landmarks/part_1_0516106106258869-ACCIDENT.npz
when,mediapipe_landmarks/part_11_when_video_6.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_79.npz
why,mediapipe_landmarks/part_11_why_15.npz
address,mediapipe_landmarks/part_6_address_video_19.npz
nurse,mediapipe_landmarks/part_9_nurse_1.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_50.npz
yes,mediapipe_landmarks/part_11_yes_video_5.npz
phone,mediapipe_landmarks/part_4_6711235939417988-PHONE.npz
near,mediapipe_landmarks/part_9_near_video_10.npz
ok,mediapipe_landmarks/part_9_ok_13.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_114.npz
sick,mediapipe_landmarks/part_10_sick_17.npz
outside,mediapipe_landmarks/part_2_1918342851592849-OUTSIDE.npz
doctor,mediapipe_landmarks/part_8_doctor_20241119_172640_84.npz
when,mediapipe_landmarks/part_4_5407096343613205-WHEN.npz
address,mediapipe_landmarks/part_4_6393284759571902-ADDRESS.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_70.npz
danger,mediapipe_landmarks/part_1_03883848686096014-DANGER.npz
who,mediapipe_landmarks/part_6_9311041997261886-WHO.npz
nurse,mediapipe_landmarks/part_3_5354855148819018-NURSE.npz
accident,mediapipe_landmarks/part_6_9288644673117121-ACCIDENT.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_105.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_33.npz
write,mediapipe_landmarks/part_6_9207650208931104-WRITE.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_141.npz
why,mediapipe_landmarks/part_3_5132756077874947-WHY.npz
name,mediapipe_landmarks/part_3_5230881244500567-NAME.npz
accident,mediapipe_landmarks/part_6_accident_11.npz
fs,mediapipe_landmarks/part_6_Q_video_1.npz
fs,mediapipe_landmarks/part_6_P_video_0_p_aug_0.npz
blood,mediapipe_landmarks/part_2_24961648235193645-BLOOD.npz
danger,mediapipe_landmarks/part_7_danger_video_2.npz
back,mediapipe_landmarks/part_4_6865019153776013-BACK.npz
yes,mediapipe_landmarks/part_11_yes_video_10.npz
near,mediapipe_landmarks/part_1_007142559902292289-NEAR.npz
fs,mediapipe_landmarks/part_11_u_6_u_aug_37.npz
fs,mediapipe_landmarks/part_6_F • ASL Dictionary_f_aug_15.npz
blood,mediapipe_landmarks/part_5_7807725765829832-BLOOD.npz
help,mediapipe_landmarks/part_8_help_video_21.npz
wait,mediapipe_landmarks/part_5_7743737332850424-WAIT.npz
go,mediapipe_landmarks/part_8_go_video_8.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_70.npz
front,mediapipe_landmarks/part_6_9572811382440334-seedFRONT.npz
deaf,mediapipe_landmarks/part_7_deaf_20241119_172639_66.npz
danger,mediapipe_landmarks/part_2_19486830448838344-DANGER.npz
hardofhearing,mediapipe_landmarks/part_2_20628883104599538-HARD OF_HEARING.npz
back,mediapipe_landmarks/part_1_038774598253954684-BACK.npz
smoke,mediapipe_landmarks/part_5_7227712515323554-SMOKE.npz
shoot,mediapipe_landmarks/part_10_shoot_20241119_172653_17.npz
address,mediapipe_landmarks/part_6_address_video_10.npz
fs,mediapipe_landmarks/part_6_N_video_2_n_aug_19.npz
alarm,mediapipe_landmarks/part_6_alarm_video_10.npz
drown,mediapipe_landmarks/part_8_drown_20241119_172640_43.npz
where,mediapipe_landmarks/part_6_9824526442836845-WHERE.npz
call,mediapipe_landmarks/part_7_call_20241119_172635_75.npz
hospital,mediapipe_landmarks/part_9_hospital_20241119_172645_28.npz
